date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref,league
2023-08-12T19:00:00Z,1,psg,lorient,0,0,0,0,0,draw,draw,bastien dechepy,Ligue_1
2023-08-13T11:00:00Z,1,brest,rc lens,3,2,1,2,1,brest,rc lens,jérémie pignard,Ligue_1
2023-08-13T13:00:00Z,1,clermont foot,monaco,2,4,1,2,2,monaco,clermont foot,françois letexier,Ligue_1
2023-08-13T13:00:00Z,1,nantes,toulouse,1,2,1,0,1,toulouse,nantes,willy delajod,Ligue_1
2023-08-13T13:00:00Z,1,montpellier,le havre,2,2,0,1,0,draw,draw,clément turpin,Ligue_1
2023-08-13T15:05:00Z,1,stade rennais,fc metz,5,1,1,1,4,stade rennais,fc metz,jeremy stinat,Ligue_1
2023-08-13T18:45:00Z,1,strasbourg,olympique lyon,2,1,0,0,1,strasbourg,olympique lyon,jérôme brisard,Ligue_1
2023-08-18T19:00:00Z,2,fc metz,marseille,2,2,0,1,0,draw,draw,jérôme brisard,Ligue_1
2023-08-19T17:00:00Z,2,olympique lyon,montpellier,1,4,0,2,3,montpellier,olympique lyon,mathieu vernice,Ligue_1
2023-08-19T19:00:00Z,2,toulouse,psg,1,1,0,0,0,draw,draw,thomas léonard,Ligue_1
2023-08-20T11:00:00Z,2,lille,nantes,2,0,0,0,2,lille,nantes,pierre gaillouste,Ligue_1
2023-08-20T13:00:00Z,2,le havre,brest,1,2,0,1,1,brest,le havre,florent batta,Ligue_1
2023-08-20T13:00:00Z,2,lorient,nice,1,1,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2023-08-20T13:00:00Z,2,stade de reims,clermont foot,2,0,1,0,2,stade de reims,clermont foot,romain lissorgue,Ligue_1
2023-08-20T17:00:00Z,2,monaco,strasbourg,3,0,2,0,3,monaco,strasbourg,ruddy buquet,Ligue_1
2023-08-20T18:45:00Z,2,rc lens,stade rennais,1,1,1,0,0,draw,draw,benoît millot,Ligue_1
2023-08-25T19:00:00Z,3,nantes,monaco,3,3,2,1,0,draw,draw,jérémie pignard,Ligue_1
2023-08-26T17:00:00Z,3,marseille,brest,2,0,1,0,2,marseille,brest,jeremy stinat,Ligue_1
2023-08-26T19:00:00Z,3,psg,rc lens,3,1,1,0,2,psg,rc lens,françois letexier,Ligue_1
2023-08-27T11:00:00Z,3,stade rennais,le havre,2,2,2,1,0,draw,draw,eric wattellier,Ligue_1
2023-08-27T13:00:00Z,3,clermont foot,fc metz,0,1,0,0,1,fc metz,clermont foot,gaël angoula,Ligue_1
2023-08-27T13:00:00Z,3,montpellier,stade de reims,1,3,1,2,2,stade de reims,montpellier,marc bollengier,Ligue_1
2023-08-27T13:00:00Z,3,strasbourg,toulouse,2,0,0,0,2,strasbourg,toulouse,benoît bastien,Ligue_1
2023-08-27T15:05:00Z,3,lorient,lille,4,1,2,0,3,lorient,lille,willy delajod,Ligue_1
2023-08-27T18:45:00Z,3,nice,olympique lyon,0,0,0,0,0,draw,draw,bastien dechepy,Ligue_1
2023-09-01T19:00:00Z,4,nantes,marseille,1,1,1,1,0,draw,draw,ruddy buquet,Ligue_1
2023-09-02T15:00:00Z,4,brest,stade rennais,0,0,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2023-09-02T19:00:00Z,4,monaco,rc lens,3,0,2,0,3,monaco,rc lens,willy delajod,Ligue_1
2023-09-03T11:00:00Z,4,toulouse,clermont foot,2,2,2,1,0,draw,draw,florent batta,Ligue_1
2023-09-03T13:00:00Z,4,le havre,lorient,3,0,0,0,3,le havre,lorient,romain lissorgue,Ligue_1
2023-09-03T13:00:00Z,4,fc metz,stade de reims,2,2,1,1,0,draw,draw,mathieu vernice,Ligue_1
2023-09-03T13:00:00Z,4,lille,montpellier,1,0,1,0,1,lille,montpellier,benoît millot,Ligue_1
2023-09-03T15:05:00Z,4,nice,strasbourg,2,0,1,0,2,nice,strasbourg,jeremy stinat,Ligue_1
2023-09-03T18:45:00Z,4,olympique lyon,psg,1,4,0,4,3,psg,olympique lyon,eric wattellier,Ligue_1
2023-09-15T19:00:00Z,5,psg,nice,2,3,1,1,1,nice,psg,clément turpin,Ligue_1
2023-09-16T15:00:00Z,5,stade rennais,lille,2,2,0,1,0,draw,draw,jérôme brisard,Ligue_1
2023-09-16T19:00:00Z,5,rc lens,fc metz,0,1,0,1,1,fc metz,rc lens,stéphanie frappart,Ligue_1
2023-09-17T11:00:00Z,5,lorient,monaco,2,2,1,1,0,draw,draw,marc bollengier,Ligue_1
2023-09-17T13:00:00Z,5,clermont foot,nantes,0,1,0,0,1,nantes,clermont foot,thomas léonard,Ligue_1
2023-09-17T13:00:00Z,5,strasbourg,montpellier,2,2,0,2,0,draw,draw,pierre gaillouste,Ligue_1
2023-09-17T13:00:00Z,5,stade de reims,brest,1,2,1,0,1,brest,stade de reims,gaël angoula,Ligue_1
2023-09-17T15:05:00Z,5,marseille,toulouse,0,0,0,0,0,draw,draw,françois letexier,Ligue_1
2023-09-17T18:45:00Z,5,olympique lyon,le havre,0,0,0,0,0,draw,draw,benoît bastien,Ligue_1
2023-09-22T19:00:00Z,6,monaco,nice,0,1,0,0,1,nice,monaco,benoît millot,Ligue_1
2023-09-23T15:00:00Z,6,nantes,lorient,5,3,1,1,2,nantes,lorient,florent batta,Ligue_1
2023-09-23T19:00:00Z,6,brest,olympique lyon,1,0,0,0,1,brest,olympique lyon,thomas léonard,Ligue_1
2023-09-24T11:00:00Z,6,fc metz,strasbourg,0,1,0,0,1,strasbourg,fc metz,clément turpin,Ligue_1
2023-09-24T13:00:00Z,6,le havre,clermont foot,2,1,2,1,1,le havre,clermont foot,mathieu vernice,Ligue_1
2023-09-24T13:00:00Z,6,rc lens,toulouse,2,1,1,1,1,rc lens,toulouse,hakim ben el hadj salem,Ligue_1
2023-09-24T15:05:00Z,6,montpellier,stade rennais,0,0,0,0,0,draw,draw,stéphanie frappart,Ligue_1
2023-09-24T18:45:00Z,6,psg,marseille,4,0,2,0,4,psg,marseille,willy delajod,Ligue_1
2023-09-26T19:00:00Z,6,lille,stade de reims,1,2,0,2,1,stade de reims,lille,eric wattellier,Ligue_1
2023-09-29T19:00:00Z,7,strasbourg,rc lens,0,1,0,1,1,rc lens,strasbourg,eric wattellier,Ligue_1
2023-09-30T15:00:00Z,7,clermont foot,psg,0,0,0,0,0,draw,draw,marc bollengier,Ligue_1
2023-09-30T19:00:00Z,7,monaco,marseille,3,2,2,2,1,monaco,marseille,benoît bastien,Ligue_1
2023-10-01T11:00:00Z,7,stade de reims,olympique lyon,2,0,1,0,2,stade de reims,olympique lyon,françois letexier,Ligue_1
2023-10-01T13:00:00Z,7,le havre,lille,0,2,0,1,2,lille,le havre,bastien dechepy,Ligue_1
2023-10-01T13:00:00Z,7,toulouse,fc metz,3,0,2,0,3,toulouse,fc metz,gaël angoula,Ligue_1
2023-10-01T13:00:00Z,7,nice,brest,0,0,0,0,0,draw,draw,romain lissorgue,Ligue_1
2023-10-01T15:05:00Z,7,lorient,montpellier,0,3,0,1,3,montpellier,lorient,jeremy stinat,Ligue_1
2023-10-01T18:45:00Z,7,stade rennais,nantes,3,1,1,1,2,stade rennais,nantes,ruddy buquet,Ligue_1
2023-10-06T19:00:00Z,8,strasbourg,nantes,1,2,0,0,1,nantes,strasbourg,stéphanie frappart,Ligue_1
2023-10-07T15:00:00Z,8,fc metz,nice,0,1,0,1,1,nice,fc metz,jérôme brisard,Ligue_1
2023-10-07T19:00:00Z,8,stade de reims,monaco,1,3,0,1,2,monaco,stade de reims,hakim ben el hadj salem,Ligue_1
2023-10-08T11:00:00Z,8,marseille,le havre,3,0,2,0,3,marseille,le havre,thomas léonard,Ligue_1
2023-10-08T13:00:00Z,8,olympique lyon,lorient,3,3,3,1,0,draw,draw,clément turpin,Ligue_1
2023-10-08T13:00:00Z,8,brest,toulouse,1,1,0,1,0,draw,draw,pierre gaillouste,Ligue_1
2023-10-08T15:05:00Z,8,rc lens,lille,1,1,0,1,0,draw,draw,benoît millot,Ligue_1
2023-10-08T19:00:00Z,8,stade rennais,psg,1,3,0,2,2,psg,stade rennais,benoît bastien,Ligue_1
2023-10-20T19:00:00Z,9,le havre,rc lens,0,0,0,0,0,draw,draw,françois letexier,Ligue_1
2023-10-21T15:00:00Z,9,psg,strasbourg,3,0,2,0,3,psg,strasbourg,bastien dechepy,Ligue_1
2023-10-21T19:00:00Z,9,nice,marseille,1,0,0,0,1,nice,marseille,ruddy buquet,Ligue_1
2023-10-22T11:00:00Z,9,lorient,stade rennais,2,1,2,1,1,lorient,stade rennais,gaël angoula,Ligue_1
2023-10-22T13:00:00Z,9,nantes,montpellier,2,0,1,0,2,nantes,montpellier,marc bollengier,Ligue_1
2023-10-22T13:00:00Z,9,toulouse,stade de reims,1,1,0,0,0,draw,draw,jeremy stinat,Ligue_1
2023-10-22T13:00:00Z,9,lille,brest,1,0,1,0,1,lille,brest,mathieu vernice,Ligue_1
2023-10-22T15:05:00Z,9,monaco,fc metz,2,1,1,1,1,monaco,fc metz,romain lissorgue,Ligue_1
2023-10-22T18:45:00Z,9,olympique lyon,clermont foot,1,2,0,2,1,clermont foot,olympique lyon,willy delajod,Ligue_1
2023-10-27T19:00:00Z,10,clermont foot,nice,0,1,0,0,1,nice,clermont foot,jérémie pignard,Ligue_1
2023-10-28T15:00:00Z,10,stade de reims,lorient,1,0,0,0,1,stade de reims,lorient,benoît bastien,Ligue_1
2023-10-28T19:00:00Z,10,rc lens,nantes,4,0,1,0,4,rc lens,nantes,pierre gaillouste,Ligue_1
2023-10-29T12:00:00Z,10,brest,psg,2,3,1,2,1,psg,brest,jérôme brisard,Ligue_1
2023-10-29T14:00:00Z,10,fc metz,le havre,0,0,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2023-10-29T14:00:00Z,10,montpellier,toulouse,3,0,1,0,3,montpellier,toulouse,thomas léonard,Ligue_1
2023-10-29T14:00:00Z,10,lille,monaco,2,0,2,0,2,lille,monaco,clément turpin,Ligue_1
2023-10-29T16:05:00Z,10,stade rennais,strasbourg,1,1,1,0,0,draw,draw,florent batta,Ligue_1
2023-11-03T20:00:00Z,11,psg,montpellier,3,0,1,0,3,psg,montpellier,ruddy buquet,Ligue_1
2023-11-04T16:00:00Z,11,lorient,rc lens,0,0,0,0,0,draw,draw,bastien dechepy,Ligue_1
2023-11-04T20:00:00Z,11,marseille,lille,0,0,0,0,0,draw,draw,stéphanie frappart,Ligue_1
2023-11-05T12:00:00Z,11,olympique lyon,fc metz,1,1,0,0,0,draw,draw,benoît millot,Ligue_1
2023-11-05T14:00:00Z,11,nantes,stade de reims,0,1,0,0,1,stade de reims,nantes,gaël angoula,Ligue_1
2023-11-05T14:00:00Z,11,toulouse,le havre,1,2,0,0,1,le havre,toulouse,marc bollengier,Ligue_1
2023-11-05T14:00:00Z,11,strasbourg,clermont foot,0,0,0,0,0,draw,draw,jeremy stinat,Ligue_1
2023-11-05T16:05:00Z,11,monaco,brest,2,0,1,0,2,monaco,brest,eric wattellier,Ligue_1
2023-11-05T19:45:00Z,11,nice,stade rennais,2,0,1,0,2,nice,stade rennais,clément turpin,Ligue_1
2023-11-10T20:00:00Z,12,montpellier,nice,0,0,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2023-11-11T16:00:00Z,12,stade de reims,psg,0,3,0,1,3,psg,stade de reims,willy delajod,Ligue_1
2023-11-11T20:00:00Z,12,le havre,monaco,0,0,0,0,0,draw,draw,thomas léonard,Ligue_1
2023-11-12T14:00:00Z,12,clermont foot,lorient,1,0,0,0,1,clermont foot,lorient,romain lissorgue,Ligue_1
2023-11-12T14:00:00Z,12,fc metz,nantes,3,1,2,1,2,fc metz,nantes,florent batta,Ligue_1
2023-11-12T14:00:00Z,12,lille,toulouse,1,1,1,0,0,draw,draw,mathieu vernice,Ligue_1
2023-11-12T16:05:00Z,12,stade rennais,olympique lyon,0,1,0,0,1,olympique lyon,stade rennais,stéphanie frappart,Ligue_1
2023-11-12T19:45:00Z,12,rc lens,marseille,1,0,0,0,1,rc lens,marseille,benoît bastien,Ligue_1
2023-11-24T20:00:00Z,13,psg,monaco,5,2,2,1,3,psg,monaco,benoît bastien,Ligue_1
2023-11-25T16:00:00Z,13,clermont foot,rc lens,0,3,0,1,3,rc lens,clermont foot,benoît millot,Ligue_1
2023-11-25T20:00:00Z,13,strasbourg,marseille,1,1,1,1,0,draw,draw,jérôme brisard,Ligue_1
2023-11-26T12:00:00Z,13,nice,toulouse,1,0,0,0,1,nice,toulouse,françois letexier,Ligue_1
2023-11-26T14:00:00Z,13,lorient,fc metz,2,3,2,1,1,fc metz,lorient,jérémie pignard,Ligue_1
2023-11-26T14:00:00Z,13,nantes,le havre,0,0,0,0,0,draw,draw,miguel nogueira,Ligue_1
2023-11-26T14:00:00Z,13,montpellier,brest,1,3,0,1,2,brest,montpellier,pierre gaillouste,Ligue_1
2023-11-26T16:05:00Z,13,stade rennais,stade de reims,3,1,1,1,2,stade rennais,stade de reims,ruddy buquet,Ligue_1
2023-11-26T19:45:00Z,13,olympique lyon,lille,0,2,0,2,2,lille,olympique lyon,eric wattellier,Ligue_1
2023-11-29T18:00:00Z,8,montpellier,clermont foot,1,1,0,1,0,draw,draw,mathieu vernice,Ligue_1
2023-12-01T20:00:00Z,14,stade de reims,strasbourg,2,1,2,0,1,stade de reims,strasbourg,hakim ben el hadj salem,Ligue_1
2023-12-02T16:00:00Z,14,rc lens,olympique lyon,3,2,1,1,1,rc lens,olympique lyon,clément turpin,Ligue_1
2023-12-02T20:00:00Z,14,nantes,nice,1,0,1,0,1,nantes,nice,ruddy buquet,Ligue_1
2023-12-03T12:00:00Z,14,le havre,psg,0,2,0,1,2,psg,le havre,bastien dechepy,Ligue_1
2023-12-03T14:00:00Z,14,monaco,montpellier,2,0,1,0,2,monaco,montpellier,jeremy stinat,Ligue_1
2023-12-03T14:00:00Z,14,toulouse,lorient,1,1,0,0,0,draw,draw,thomas léonard,Ligue_1
2023-12-03T14:00:00Z,14,brest,clermont foot,3,0,2,0,3,brest,clermont foot,marc bollengier,Ligue_1
2023-12-03T16:05:00Z,14,lille,fc metz,2,0,2,0,2,lille,fc metz,gaël angoula,Ligue_1
2023-12-03T19:45:00Z,14,marseille,stade rennais,2,0,1,0,2,marseille,stade rennais,willy delajod,Ligue_1
2023-12-06T20:00:00Z,10,marseille,olympique lyon,3,0,2,0,3,marseille,olympique lyon,françois letexier,Ligue_1
2023-12-07T19:30:00Z,12,brest,strasbourg,1,1,1,0,0,draw,draw,jérémie pignard,Ligue_1
2023-12-08T20:00:00Z,15,montpellier,rc lens,0,0,0,0,0,draw,draw,stéphanie frappart,Ligue_1
2023-12-09T16:00:00Z,15,stade rennais,monaco,1,2,0,0,1,monaco,stade rennais,clément turpin,Ligue_1
2023-12-09T20:00:00Z,15,psg,nantes,2,1,1,0,1,psg,nantes,jérôme brisard,Ligue_1
2023-12-10T12:00:00Z,15,nice,stade de reims,2,1,0,0,1,nice,stade de reims,benoît bastien,Ligue_1
2023-12-10T14:00:00Z,15,clermont foot,lille,0,0,0,0,0,draw,draw,florent batta,Ligue_1
2023-12-10T14:00:00Z,15,fc metz,brest,0,1,0,0,1,brest,fc metz,romain lissorgue,Ligue_1
2023-12-10T14:00:00Z,15,strasbourg,le havre,2,1,1,0,1,strasbourg,le havre,benoît millot,Ligue_1
2023-12-10T16:05:00Z,15,olympique lyon,toulouse,3,0,2,0,3,olympique lyon,toulouse,pierre gaillouste,Ligue_1
2023-12-10T19:45:00Z,15,lorient,marseille,2,4,1,4,2,marseille,lorient,eric wattellier,Ligue_1
2023-12-15T20:00:00Z,16,monaco,olympique lyon,0,1,0,0,1,olympique lyon,monaco,ruddy buquet,Ligue_1
2023-12-16T16:00:00Z,16,le havre,nice,3,1,2,0,2,le havre,nice,jérémie pignard,Ligue_1
2023-12-16T20:00:00Z,16,rc lens,stade de reims,2,0,1,0,2,rc lens,stade de reims,françois letexier,Ligue_1
2023-12-17T12:00:00Z,16,nantes,brest,0,2,0,0,2,brest,nantes,benoît millot,Ligue_1
2023-12-17T14:00:00Z,16,lorient,strasbourg,1,2,0,1,1,strasbourg,lorient,bastien dechepy,Ligue_1
2023-12-17T14:00:00Z,16,fc metz,montpellier,0,1,0,1,1,montpellier,fc metz,marc bollengier,Ligue_1
2023-12-17T14:00:00Z,16,toulouse,stade rennais,0,0,0,0,0,draw,draw,jeremy stinat,Ligue_1
2023-12-17T16:05:00Z,16,marseille,clermont foot,2,1,2,0,1,marseille,clermont foot,gaël angoula,Ligue_1
2023-12-17T19:45:00Z,16,lille,psg,1,1,0,0,0,draw,draw,willy delajod,Ligue_1
2023-12-20T20:00:00Z,17,clermont foot,stade rennais,1,3,1,0,2,stade rennais,clermont foot,eric wattellier,Ligue_1
2023-12-20T20:00:00Z,17,toulouse,monaco,1,2,1,2,1,monaco,toulouse,jérôme brisard,Ligue_1
2023-12-20T20:00:00Z,17,montpellier,marseille,1,1,1,0,0,draw,draw,thomas léonard,Ligue_1
2023-12-20T20:00:00Z,17,nice,rc lens,2,0,0,0,2,nice,rc lens,hakim ben el hadj salem,Ligue_1
2023-12-20T20:00:00Z,17,olympique lyon,nantes,1,0,0,0,1,olympique lyon,nantes,benoît bastien,Ligue_1
2023-12-20T20:00:00Z,17,psg,fc metz,3,1,0,0,2,psg,fc metz,ruddy buquet,Ligue_1
2023-12-20T20:00:00Z,17,strasbourg,lille,2,1,1,1,1,strasbourg,lille,clément turpin,Ligue_1
2023-12-20T20:00:00Z,17,brest,lorient,4,0,4,0,4,brest,lorient,mathieu vernice,Ligue_1
2023-12-20T20:00:00Z,17,stade de reims,le havre,1,0,1,0,1,stade de reims,le havre,stéphanie frappart,Ligue_1
2024-01-12T20:00:00Z,18,marseille,strasbourg,1,1,1,0,0,draw,draw,marc bollengier,Ligue_1
2024-01-13T16:00:00Z,18,monaco,stade de reims,1,3,0,1,2,stade de reims,monaco,françois letexier,Ligue_1
2024-01-13T20:00:00Z,18,stade rennais,nice,2,0,1,0,2,stade rennais,nice,bastien dechepy,Ligue_1
2024-01-14T12:00:00Z,18,lille,lorient,3,0,1,0,3,lille,lorient,pierre gaillouste,Ligue_1
2024-01-14T14:00:00Z,18,fc metz,toulouse,0,1,0,1,1,toulouse,fc metz,florent batta,Ligue_1
2024-01-14T14:00:00Z,18,nantes,clermont foot,1,2,0,1,1,clermont foot,nantes,romain lissorgue,Ligue_1
2024-01-14T14:00:00Z,18,brest,montpellier,2,0,0,0,2,brest,montpellier,jérémie pignard,Ligue_1
2024-01-14T16:05:00Z,18,le havre,olympique lyon,3,1,1,0,2,le havre,olympique lyon,gaël angoula,Ligue_1
2024-01-14T19:45:00Z,18,rc lens,psg,0,2,0,1,2,psg,rc lens,jérôme brisard,Ligue_1
2024-01-26T20:00:00Z,19,olympique lyon,stade rennais,2,3,0,3,1,stade rennais,olympique lyon,thomas léonard,Ligue_1
2024-01-27T16:00:00Z,19,nice,fc metz,1,0,0,0,1,nice,fc metz,stéphanie frappart,Ligue_1
2024-01-27T20:00:00Z,19,marseille,monaco,2,2,1,2,0,draw,draw,willy delajod,Ligue_1
2024-01-28T12:00:00Z,19,montpellier,lille,0,0,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2024-01-28T14:00:00Z,19,clermont foot,strasbourg,1,1,0,1,0,draw,draw,benoît millot,Ligue_1
2024-01-28T14:00:00Z,19,lorient,le havre,3,3,1,1,0,draw,draw,jeremy stinat,Ligue_1
2024-01-28T14:00:00Z,19,stade de reims,nantes,0,0,0,0,0,draw,draw,jérémie pignard,Ligue_1
2024-01-28T16:05:00Z,19,toulouse,rc lens,0,2,0,1,2,rc lens,toulouse,mathieu vernice,Ligue_1
2024-01-28T19:45:00Z,19,psg,brest,2,2,2,0,0,draw,draw,clément turpin,Ligue_1
2024-02-02T20:00:00Z,20,strasbourg,psg,1,2,0,1,1,psg,strasbourg,ruddy buquet,Ligue_1
2024-02-03T16:00:00Z,20,stade rennais,montpellier,2,1,1,0,1,stade rennais,montpellier,mathieu vernice,Ligue_1
2024-02-03T20:00:00Z,20,nantes,rc lens,0,1,0,0,1,rc lens,nantes,florent batta,Ligue_1
2024-02-04T12:00:00Z,20,monaco,le havre,1,1,0,0,0,draw,draw,jérôme brisard,Ligue_1
2024-02-04T14:00:00Z,20,lille,clermont foot,4,0,4,0,4,lille,clermont foot,bastien dechepy,Ligue_1
2024-02-04T14:00:00Z,20,stade de reims,toulouse,2,3,0,3,1,toulouse,stade de reims,pierre gaillouste,Ligue_1
2024-02-04T14:00:00Z,20,fc metz,lorient,1,2,1,1,1,lorient,fc metz,romain lissorgue,Ligue_1
2024-02-04T16:05:00Z,20,brest,nice,0,0,0,0,0,draw,draw,willy delajod,Ligue_1
2024-02-04T19:45:00Z,20,olympique lyon,marseille,1,0,1,0,1,olympique lyon,marseille,benoît bastien,Ligue_1
2024-02-09T20:00:00Z,21,marseille,fc metz,1,1,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2024-02-10T16:00:00Z,21,rc lens,strasbourg,3,1,2,1,2,rc lens,strasbourg,willy delajod,Ligue_1
2024-02-10T20:00:00Z,21,psg,lille,3,1,2,1,2,psg,lille,françois letexier,Ligue_1
2024-02-11T12:00:00Z,21,le havre,stade rennais,0,1,0,0,1,stade rennais,le havre,benoît millot,Ligue_1
2024-02-11T14:00:00Z,21,clermont foot,brest,1,1,0,0,0,draw,draw,stéphanie frappart,Ligue_1
2024-02-11T14:00:00Z,21,lorient,stade de reims,2,0,0,0,2,lorient,stade de reims,marc bollengier,Ligue_1
2024-02-11T14:00:00Z,21,toulouse,nantes,1,2,0,1,1,nantes,toulouse,gaël angoula,Ligue_1
2024-02-11T16:05:00Z,21,montpellier,olympique lyon,1,2,1,0,1,olympique lyon,montpellier,pierre gaillouste,Ligue_1
2024-02-11T19:45:00Z,21,nice,monaco,2,3,1,1,1,monaco,nice,eric wattellier,Ligue_1
2024-02-16T20:00:00Z,22,olympique lyon,nice,1,0,1,0,1,olympique lyon,nice,clément turpin,Ligue_1
2024-02-17T16:00:00Z,22,lille,le havre,3,0,2,0,3,lille,le havre,jérémie pignard,Ligue_1
2024-02-17T20:00:00Z,22,nantes,psg,0,2,0,0,2,psg,nantes,jérôme brisard,Ligue_1
2024-02-18T12:00:00Z,22,strasbourg,lorient,1,3,0,2,2,lorient,strasbourg,thomas léonard,Ligue_1
2024-02-18T14:00:00Z,22,monaco,toulouse,1,2,0,1,1,toulouse,monaco,benoît bastien,Ligue_1
2024-02-18T14:00:00Z,22,montpellier,fc metz,3,0,1,0,3,montpellier,fc metz,jeremy stinat,Ligue_1
2024-02-18T14:00:00Z,22,stade rennais,clermont foot,3,1,1,0,2,stade rennais,clermont foot,romain lissorgue,Ligue_1
2024-02-18T16:05:00Z,22,stade de reims,rc lens,1,1,1,1,0,draw,draw,benoît millot,Ligue_1
2024-02-18T19:45:00Z,22,brest,marseille,1,0,0,0,1,brest,marseille,ruddy buquet,Ligue_1
2024-02-23T20:00:00Z,23,fc metz,olympique lyon,1,2,1,1,1,olympique lyon,fc metz,marc bollengier,Ligue_1
2024-02-24T16:00:00Z,23,lorient,nantes,0,1,0,0,1,nantes,lorient,willy delajod,Ligue_1
2024-02-24T20:00:00Z,23,strasbourg,brest,0,3,0,2,3,brest,strasbourg,jérôme brisard,Ligue_1
2024-02-25T12:00:00Z,23,rc lens,monaco,2,3,1,2,1,monaco,rc lens,françois letexier,Ligue_1
2024-02-25T14:00:00Z,23,le havre,stade de reims,1,2,0,0,1,stade de reims,le havre,florent batta,Ligue_1
2024-02-25T14:00:00Z,23,toulouse,lille,3,1,0,1,2,toulouse,lille,mathieu vernice,Ligue_1
2024-02-25T14:00:00Z,23,nice,clermont foot,0,0,0,0,0,draw,draw,hakim ben el hadj salem,Ligue_1
2024-02-25T16:05:00Z,23,psg,stade rennais,1,1,0,1,0,draw,draw,bastien dechepy,Ligue_1
2024-02-25T19:45:00Z,23,marseille,montpellier,4,1,2,1,3,marseille,montpellier,jérémie pignard,Ligue_1
2024-03-01T20:00:00Z,24,monaco,psg,0,0,0,0,0,draw,draw,ruddy buquet,Ligue_1
2024-03-02T16:00:00Z,24,stade de reims,lille,0,1,0,0,1,lille,stade de reims,jeremy stinat,Ligue_1
2024-03-02T20:00:00Z,24,clermont foot,marseille,1,5,0,1,4,marseille,clermont foot,thomas léonard,Ligue_1
2024-03-03T12:00:00Z,24,toulouse,nice,2,1,0,1,1,toulouse,nice,jérémie pignard,Ligue_1
2024-03-03T14:00:00Z,24,nantes,fc metz,0,2,0,0,2,fc metz,nantes,eric wattellier,Ligue_1
2024-03-03T14:00:00Z,24,montpellier,strasbourg,2,2,0,0,0,draw,draw,stéphanie frappart,Ligue_1
2024-03-03T14:00:00Z,24,brest,le havre,1,0,1,0,1,brest,le havre,pierre gaillouste,Ligue_1
2024-03-03T16:05:00Z,24,stade rennais,lorient,1,2,0,0,1,lorient,stade rennais,benoît bastien,Ligue_1
2024-03-03T19:45:00Z,24,olympique lyon,rc lens,0,3,0,1,3,rc lens,olympique lyon,jérôme brisard,Ligue_1
2024-03-08T20:00:00Z,25,nice,montpellier,1,2,1,2,1,montpellier,nice,ruddy buquet,Ligue_1
2024-03-09T16:00:00Z,25,lorient,olympique lyon,0,2,0,0,2,olympique lyon,lorient,mathieu vernice,Ligue_1
2024-03-09T20:00:00Z,25,rc lens,brest,1,0,1,0,1,rc lens,brest,stéphanie frappart,Ligue_1
2024-03-10T12:00:00Z,25,psg,stade de reims,2,2,2,2,0,draw,draw,willy delajod,Ligue_1
2024-03-10T14:00:00Z,25,le havre,toulouse,1,0,0,0,1,le havre,toulouse,romain lissorgue,Ligue_1
2024-03-10T14:00:00Z,25,fc metz,clermont foot,1,0,1,0,1,fc metz,clermont foot,gaël angoula,Ligue_1
2024-03-10T14:00:00Z,25,strasbourg,monaco,0,1,0,0,1,monaco,strasbourg,clément turpin,Ligue_1
2024-03-10T16:00:00Z,25,lille,stade rennais,2,2,0,2,0,draw,draw,benoît millot,Ligue_1
2024-03-10T19:45:00Z,25,marseille,nantes,2,0,1,0,2,marseille,nantes,françois letexier,Ligue_1
2024-03-15T20:00:00Z,26,toulouse,olympique lyon,2,3,0,1,1,olympique lyon,toulouse,jeremy stinat,Ligue_1
2024-03-16T16:00:00Z,26,nantes,strasbourg,1,3,1,1,2,strasbourg,nantes,jérémie pignard,Ligue_1
2024-03-16T20:00:00Z,26,rc lens,nice,1,3,0,1,2,nice,rc lens,benoît bastien,Ligue_1
2024-03-17T12:00:00Z,26,brest,lille,1,1,0,0,0,draw,draw,clément turpin,Ligue_1
2024-03-17T14:00:00Z,26,monaco,lorient,2,2,1,1,0,draw,draw,bastien dechepy,Ligue_1
2024-03-17T14:00:00Z,26,clermont foot,le havre,2,1,2,1,1,clermont foot,le havre,marc bollengier,Ligue_1
2024-03-17T14:00:00Z,26,stade de reims,fc metz,2,1,1,1,1,stade de reims,fc metz,hakim ben el hadj salem,Ligue_1
2024-03-17T16:05:00Z,26,stade rennais,marseille,2,0,1,0,2,stade rennais,marseille,eric wattellier,Ligue_1
2024-03-17T19:45:00Z,26,montpellier,psg,2,6,2,2,4,psg,montpellier,florent batta,Ligue_1
2024-03-29T20:00:00Z,27,lille,rc lens,2,1,1,0,1,lille,rc lens,willy delajod,Ligue_1
2024-03-30T16:00:00Z,27,fc metz,monaco,2,5,0,3,3,monaco,fc metz,eric wattellier,Ligue_1
2024-03-30T20:00:00Z,27,olympique lyon,stade de reims,1,1,0,0,0,draw,draw,thomas léonard,Ligue_1
